年度,校名,系組名,國倍率,英倍率,數A倍率,數B倍率,社會倍率,自然倍率,數甲倍率,物倍率,化倍率,生倍率,歷倍率,地倍率,公倍率,錄取人數,普通生錄取分數
113.0,東吳大學,歷史學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,161
113.0,東吳大學,哲學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,157
113.0,東吳大學,政治學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.0,204
113.0,東吳大學,社會學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,66.0,175
113.0,東吳大學,社會工作學系,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,69.0,166.5
113.0,東吳大學,音樂學系-鋼琴.聲樂.弦樂.理論作曲,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,224.56
113.0,東吳大學,音樂學系-銅管樂.木管樂.擊樂,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,232.16
113.0,東吳大學,英文學系,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97.0,147
113.0,東吳大學,日本語文學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,191
113.0,東吳大學,德國文化學系,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,31.0,170.5
113.0,東吳大學,數學系,1.5,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,149
113.0,東吳大學,物理學系,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,19.0,122.5
113.0,東吳大學,化學系,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,35.0,117
113.0,東吳大學,微生物學系,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,103.75
113.0,東吳大學,心理學系,1.0,2.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,19.0,164.5
113.0,東吳大學,法律學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,88.0,312.5
113.0,東吳大學,經濟學系,1.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0,218.5
113.0,東吳大學,會計學系,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,130.5
113.0,東吳大學,企業管理學系,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,97
113.0,東吳大學,國際經營與貿易學系,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,199
113.0,東吳大學,財務工程與精算數學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,59.0,189.5
113.0,東吳大學,資訊管理學系,0.0,1.25,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,117.5
113.0,東吳大學,資料科學系,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,121
,,,,,,,,,,,,,,,,,
113.0,國立政治大學,中國文學系,1.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,42.0,233.5
113.0,國立政治大學,歷史學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,21.0,286
113.0,國立政治大學,哲學系,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,16.0,237.25
113.0,國立政治大學,教育學系,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,333
113.0,國立政治大學,政治學系,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,27.0,337.25
113.0,國立政治大學,社會學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,257
113.0,國立政治大學,財政學系(A組),1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,235
113.0,國立政治大學,財政學系(B組),1.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,186
113.0,國立政治大學,公共行政學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,259
113.0,國立政治大學,地政學系土地資源規劃組,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,303
113.0,國立政治大學,地政學系土地管理組,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,307
113.0,國立政治大學,地政學系土地測量與資訊組,1.25,1.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,278
113.0,國立政治大學,經濟學系(社會組),0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,214
113.0,國立政治大學,經濟學系(自然組),0.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,207.5
113.0,國立政治大學,民族學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,1.5,19.0,294.25
113.0,國立政治大學,外交學系,1.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,36.0,326.75
113.0,國立政治大學,國際經營與貿易學系(A組),1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,364.5
113.0,國立政治大學,國際經營與貿易學系(B組),1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,264.5
113.0,國立政治大學,金融學系(社會組),1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,297
113.0,國立政治大學,金融學系(自然組),1.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,222.5
113.0,國立政治大學,會計學系(A組),1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,306
113.0,國立政治大學,會計學系(B組),1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,263.5
113.0,國立政治大學,統計學系(A組),1.5,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,321.5
113.0,國立政治大學,統計學系(B組),1.5,1.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,310.5
113.0,國立政治大學,企業管理學系(A組),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,29.0,299
113.0,國立政治大學,企業管理學系(B組),1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,183
113.0,國立政治大學,資訊管理學系(社會組),1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,331
113.0,國立政治大學,資訊管理學系(自然組),1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,236
113.0,國立政治大學,財務管理學系(A組),1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,293
113.0,國立政治大學,財務管理學系(B組),1.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,202
113.0,國立政治大學,風險管理與保險學系(A組),1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,306.5
113.0,國立政治大學,風險管理與保險學系(B組),1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,257.5
113.0,國立政治大學,傳播學院大一大二不分系(社會組),1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,288.5
,,,,,,,,,,,,,,,,,
113.0,國立政治大學,傳播學院大一大二不分系(自然組),1.0,1.5,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,226.5
113.0,國立政治大學,英國語文學系,1.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,47.0,312
113.0,國立政治大學,阿拉伯語文學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,21.0,287.75
113.0,國立政治大學,斯拉夫語文學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,245
113.0,國立政治大學,日本語文學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,258
113.0,國立政治大學,韓國語文學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,287
113.0,國立政治大學,土耳其語文學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,12.0,319
113.0,國立政治大學,歐洲語文學系法文組,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,287.5
113.0,國立政治大學,歐洲語文學系德文組,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,289
113.0,國立政治大學,歐洲語文學系西班牙文組,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,289
113.0,國立政治大學,東南亞語文學系越文組,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,298.5
113.0,國立政治大學,東南亞語文學系泰文組,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,300
113.0,國立政治大學,東南亞語文學系印尼文組,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,296
113.0,國立政治大學,法律學系,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0,309
113.0,國立政治大學,應用數學系,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,207
113.0,國立政治大學,心理學系,1.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,155
113.0,國立政治大學,資訊科學系,1.0,1.25,0.0,0.0,0.0,0.0,1.25,1.0,1.0,0.0,0.0,0.0,0.0,15.0,254.75
113.0,國立政治大學,資訊科學系(人工智慧組),1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,11.0,211
113.0,國立政治大學,創新國際學院學士班,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,9.0,295.5
113.0,高雄醫學大學,醫學系(自費),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,53.0,268
113.0,高雄醫學大學,醫學系(公費),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,261
113.0,高雄醫學大學,運動醫學系,0.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,18.0,174
113.0,高雄醫學大學,呼吸治療學系,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,0.0,20.0,165.25
113.0,高雄醫學大學,牙醫學系,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,23.0,266
113.0,高雄醫學大學,口腔衛生學系,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,30.0,184.5
113.0,高雄醫學大學,藥學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,1.25,0.0,0.0,0.0,57.0,286.5
113.0,高雄醫學大學,香粧品學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,173
113.0,高雄醫學大學,護理學系,1.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,234.25
113.0,高雄醫學大學,公共衛生學系,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.75,0.0,0.0,0.0,23.0,263.5
113.0,高雄醫學大學,醫學檢驗生物技術學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,185
113.0,高雄醫學大學,醫學影像暨放射科學系,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,1.25,1.25,0.0,0.0,0.0,21.0,222.5
113.0,高雄醫學大學,職能治療學系,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,20.0,244
113.0,高雄醫學大學,物理治療學系,1.0,2.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,1.5,0.0,0.0,0.0,20.0,319.5
,,,,,,,,,,,,,,,,,
113.0,高雄醫學大學,醫務管理暨醫療資訊學系,1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,188
113.0,高雄醫學大學,醫藥暨應用化學系應用化學組,0.0,1.5,0.0,0.0,0.0,0.0,1.5,1.0,1.5,0.0,0.0,0.0,0.0,26.0,191.5
113.0,高雄醫學大學,醫藥暨應用化學系醫藥化學組,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.0,0.0,0.0,0.0,20.0,211
113.0,高雄醫學大學,生物醫學暨環境生物學系,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1.5,0.0,0.0,0.0,20.0,228
113.0,高雄醫學大學,生物科技學系,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.75,0.0,0.0,0.0,18.0,165
113.0,高雄醫學大學,生命科學院學士班,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,111
113.0,高雄醫學大學,心理學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,187
113.0,高雄醫學大學,醫學社會學與社會工作學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,221
113.0,中原大學,應用數學系,1.25,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,143.25
113.0,中原大學,物理學系物理組,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,12.0,145
113.0,中原大學,物理學系光電與材料科學組,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,15.0,152.5
113.0,中原大學,化學系化學組,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,168
113.0,中原大學,化學系材料化學組,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,26.0,163
113.0,中原大學,心理學系,1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,189
113.0,中原大學,生物科技學系,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,18.0,165.5
113.0,中原大學,化學工程學系綠能製程組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,171
113.0,中原大學,化學工程學系生化工程組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,182
113.0,中原大學,化學工程學系材料工程組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,189
113.0,中原大學,土木工程學系,2.0,0.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,185
113.0,中原大學,機械工程學系,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,239
113.0,中原大學,生物醫學工程學系,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.75,0.0,0.0,0.0,0.0,14.0,178
113.0,中原大學,環境工程學系,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,205
113.0,中原大學,電機資訊學院學士班,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,212
113.0,中原大學,工業與系統工程學系工程組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,110
113.0,中原大學,工業與系統工程學系管理組,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,185
113.0,中原大學,電子工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,154
113.0,中原大學,資訊工程學系,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,218
113.0,中原大學,電機工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,163
113.0,中原大學,電機資訊學院智慧運算與大數據學士班,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,119
113.0,中原大學,企業管理學系服務業管理組,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,198
113.0,中原大學,企業管理學系高科技業管理組,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,214
113.0,中原大學,企業管理學系工商管理組,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,205
113.0,中原大學,國際經營與貿易學系,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,160.75
,,,,,,,,,,,,,,,,,
113.0,中原大學,會計學系,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,23.0,164.5
113.0,中原大學,資訊管理學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,156.5
113.0,中原大學,財務金融學系,1.75,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,222.75
113.0,中原大學,財經法律學系財貿法組,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,20.0,231.5
113.0,中原大學,財經法律學系科技法組,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,6.0,239
113.0,中原大學,建築學系,2.0,2.0,1.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,250
113.0,中原大學,室內設計學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,17.0,272.5
113.0,中原大學,商業設計學系商業設計組,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,20.0,235.5
113.0,中原大學,商業設計學系產品設計組甲類,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,184.2
113.0,中原大學,商業設計學系產品設計組乙類,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,133
113.0,中原大學,地景建築學系,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,228
113.0,中原大學,特殊教育學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,139.5
113.0,中原大學,應用外國語文學系,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,142
113.0,中原大學,應用華語文學系,2.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,17.0,147.5
113.0,東海大學,中國文學系,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,144
113.0,東海大學,外國語文學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,115
113.0,東海大學,歷史學系,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,209
113.0,東海大學,日本語言文化學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,33.0,161
113.0,東海大學,哲學系,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,18.0,142.5
113.0,東海大學,應用物理學系(A組),1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,98
113.0,東海大學,應用物理學系(B組),1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,99
113.0,東海大學,化學系化學組,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,143
113.0,東海大學,化學系化學生物組,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,132
113.0,東海大學,生命科學系生物醫學組,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,22.0,172
113.0,東海大學,生命科學系生態暨生物多樣性組,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,200.75
113.0,東海大學,智慧計算暨應用數學系,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,160
113.0,東海大學,化學工程與材料工程學系,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,48.0,142
113.0,東海大學,"工業工程與經營資訊學系(智慧設計與生
產組)",1.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,151
113.0,東海大學,"工業工程與經營資訊學系(智慧經營與管
理組)",1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,143.5
113.0,東海大學,環境科學與工程學系,2.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,2.0,0.0,0.0,0.0,0.0,45.0,172
113.0,東海大學,資訊工程學系(資電工程組),0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,186
113.0,東海大學,資訊工程學系(人工智慧組),0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,21.0,179.5
,,,,,,,,,,,,,,,,,
113.0,東海大學,資訊工程學系(軟體工程組),1.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,194.5
113.0,東海大學,電機工程學系(A組),2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,158
113.0,東海大學,電機工程學系(B組),2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,157
113.0,東海大學,企業管理學系,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,152.5
113.0,東海大學,國際經營與貿易學系,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,42.0,205.5
113.0,東海大學,會計學系,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,161
113.0,東海大學,財務金融學系,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,118.5
113.0,東海大學,統計學系(巨量資料管理組),1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,118
113.0,東海大學,統計學系(決策管理組),1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,128
113.0,東海大學,資訊管理學系,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,24.0,166.25
113.0,東海大學,經濟學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,160
113.0,東海大學,政治學系,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,209
113.0,東海大學,行政管理暨政策學系,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,41.0,190
113.0,東海大學,社會學系,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,219
113.0,東海大學,社會工作學系,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,168.5
113.0,東海大學,畜產與生物科技學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,132
113.0,東海大學,食品科學系,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,156.5
113.0,東海大學,餐旅管理學系,0.0,1.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,83.25
113.0,東海大學,高齡健康與運動科學學士學位學程,1.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,114
113.0,東海大學,美術學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,256.2
113.0,東海大學,音樂學系,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,205.28
