年度,校名,系組名,國倍率,英倍率,數A倍率,數B倍率,社會倍率,自然倍率,數甲倍率,物倍率,化倍率,生倍率,歷倍率,地倍率,公倍率,錄取人數,普通生錄取分數
111.0,中山醫學大學,醫學應用化學系,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,127
111.0,中山醫學大學,健康產業科技管理學系,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,147
111.0,中山醫學大學,醫學資訊學系,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,121
111.0,中山醫學大學,醫學社會暨社會工作學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,17.0,162
111.0,中山醫學大學,應用外國語言學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,73
111.0,中山醫學大學,護理學系,1.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,92.75
111.0,國立中山大學,中國文學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,209
111.0,國立中山大學,外國語文學系,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,241
111.0,國立中山大學,音樂學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,210.54
111.0,國立中山大學,劇場藝術學系(男),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,192
111.0,國立中山大學,劇場藝術學系(女),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,202
111.0,國立中山大學,生物科學系,1.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1.5,0.0,0.0,0.0,23.0,211.5
111.0,國立中山大學,化學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,17.0,225
111.0,國立中山大學,化學系英語組,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,227
,,,,,,,,,,,,,,,,,
111.0,國立中山大學,物理學系,1.0,1.75,0.0,0.0,0.0,0.0,1.75,1.5,1.0,0.0,0.0,0.0,0.0,14.0,250.25
111.0,國立中山大學,物理學系量子科技組(全英),1.0,2.0,0.0,0.0,0.0,0.0,1.75,1.5,1.0,0.0,0.0,0.0,0.0,8.0,265.5
111.0,國立中山大學,應用數學系,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,7.0,151.5
111.0,國立中山大學,應用數學系英語組,0.0,1.5,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,155
111.0,國立中山大學,電機工程學系,0.0,1.5,0.0,0.0,0.0,0.0,2.0,1.5,1.0,0.0,0.0,0.0,0.0,9.0,262.5
111.0,國立中山大學,電機工程學系全英語組,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.5,1.0,0.0,0.0,0.0,0.0,20.0,273
111.0,國立中山大學,機械與機電工程學系,1.0,1.5,0.0,0.0,0.0,0.0,2.0,1.5,1.0,0.0,0.0,0.0,0.0,33.0,251
111.0,國立中山大學,機械與機電工程學系全英語組,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.5,1.0,0.0,0.0,0.0,0.0,4.0,242.5
111.0,國立中山大學,資訊工程學系,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,33.0,204
111.0,國立中山大學,光電工程學系,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,19.0,221
111.0,國立中山大學,材料與光電科學學系甲組,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,203
111.0,國立中山大學,材料與光電科學學系乙組,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,191
111.0,國立中山大學,材料與光電科學學系丙組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,204
111.0,國立中山大學,企業管理學系(社會組),0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,229
111.0,國立中山大學,企業管理學系(自然組),1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,199
111.0,國立中山大學,資訊管理學系,1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,223.5
111.0,國立中山大學,財務管理學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,205
111.0,國立中山大學,國際經營管理全英語學士學位學程,0.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,241
111.0,國立中山大學,海洋生物科技暨資源學系,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,13.0,176
111.0,國立中山大學,海洋環境及工程學系,0.0,1.25,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,17.0,164
111.0,國立中山大學,海洋科學系,1.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,152.25
111.0,國立中山大學,政治經濟學系,1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,199
111.0,國立中山大學,社會學系,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,19.0,224
111.0,國立中山大學,人文暨科技跨領域學士學位學程,1.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,160.5
111.0,長庚大學,醫學系(自費),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,56.0,265
111.0,長庚大學,醫學系(公費),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,251
111.0,長庚大學,中醫學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,268
111.0,長庚大學,護理學系,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,56.0,121
111.0,長庚大學,醫學生物技術暨檢驗學系,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,28.0,186
111.0,長庚大學,醫學影像暨放射科學系,0.0,1.25,0.0,0.0,0.0,0.0,1.25,1.25,1.0,1.0,0.0,0.0,0.0,13.0,182
111.0,長庚大學,物理治療學系,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.25,1.0,1.5,0.0,0.0,0.0,20.0,217.25
111.0,長庚大學,職能治療學系,0.0,1.25,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.25,0.0,0.0,0.0,22.0,181.25
111.0,長庚大學,生物醫學系,0.0,1.25,0.0,0.0,0.0,0.0,1.0,1.0,1.25,1.25,0.0,0.0,0.0,27.0,136
,,,,,,,,,,,,,,,,,
111.0,長庚大學,呼吸治療學系,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,127.5
111.0,長庚大學,電機工程學系,1.0,1.25,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,34.0,163.5
111.0,長庚大學,機械工程學系,1.0,1.25,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,20.0,117.5
111.0,長庚大學,化工與材料工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,137
111.0,長庚大學,電子工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,105
111.0,長庚大學,資訊工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,115
111.0,長庚大學,人工智慧學士學位學程,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,84
111.0,長庚大學,生物醫學工程學系,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,6.0,138.5
111.0,長庚大學,醫務管理學系,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,108
111.0,長庚大學,工商管理學系(數智商務組),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,79
111.0,長庚大學,工商管理學系(工業管理組),1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,44
111.0,長庚大學,工業設計學系(社會組),1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,68
111.0,長庚大學,工業設計學系(自然組),1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,80.5
111.0,長庚大學,資訊管理學系(數據分析與創新組),1.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,99.75
111.0,長庚大學,資訊管理學系(數位金融科技組),1.25,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,76
111.0,國立臺中教育大學,教育學系,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,156.5
111.0,國立臺中教育大學,特殊教育學系,1.5,1.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,144.25
111.0,國立臺中教育大學,幼兒教育學系,1.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,134.25
111.0,國立臺中教育大學,體育學系,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,212.56
111.0,國立臺中教育大學,語文教育學系,2.0,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,2.0,233.5
111.0,國立臺中教育大學,區域與社會發展學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,37.0,303
111.0,國立臺中教育大學,諮商與應用心理學系,2.0,2.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,266
111.0,國立臺中教育大學,美術學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,237.6
111.0,國立臺中教育大學,音樂學系(自費),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,217.44
111.0,國立臺中教育大學,音樂學系(公費),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,245.14
111.0,國立臺中教育大學,台灣語文學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,119
111.0,國立臺中教育大學,英語學系,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-----
111.0,國立臺中教育大學,數學教育學系,1.0,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,90.5
111.0,國立臺中教育大學,科學教育與應用學系,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,25.0,110
111.0,國立臺中教育大學,資訊工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,0.0,0.0,19.0,133.25
111.0,國立臺中教育大學,數位內容科技學系,1.0,1.5,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,162
111.0,國立臺中教育大學,國際企業學系,1.25,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,170.5
111.0,國立臺中教育大學,文化創意產業設計與營運學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,25.0,208
,,,,,,,,,,,,,,,,,
111.0,國立臺北教育大學,教育學系,1.5,1.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,242
111.0,國立臺北教育大學,教育經營與管理學系,1.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,204
111.0,國立臺北教育大學,幼兒與家庭教育學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,216
111.0,國立臺北教育大學,特殊教育學系(文組),1.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,8.0,228.5
111.0,國立臺北教育大學,特殊教育學系(理組),1.5,2.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,8.0,164.5
111.0,國立臺北教育大學,心理與諮商學系,1.25,1.25,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,264.25
111.0,國立臺北教育大學,社會與區域發展學系,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,18.0,269.5
111.0,國立臺北教育大學,兒童英語教育學系,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,219
111.0,國立臺北教育大學,語文與創作學系語文師資組,2.0,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,212.75
111.0,國立臺北教育大學,語文與創作學系文學創作組,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,183
111.0,國立臺北教育大學,文化創意產業經營學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,229.5
111.0,國立臺北教育大學,藝術與造形設計學系設計組,1.25,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,195.75
111.0,國立臺北教育大學,藝術與造形設計學系藝術組,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,178.5
111.0,國立臺北教育大學,音樂學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,255.72
111.0,國立臺北教育大學,數學暨資訊教育學系數學組,1.5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,138.5
111.0,國立臺北教育大學,"數學暨資訊教育學系人工智慧與資訊教
育組",1.25,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,162.25
111.0,國立臺北教育大學,自然科學教育學系,0.0,1.25,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,18.0,68.75
111.0,國立臺北教育大學,數位科技設計學系創意設計組,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,150.5
111.0,國立臺北教育大學,數位科技設計學系資訊應用組,0.0,1.5,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,10.0,117
111.0,國立臺北教育大學,資訊科學系,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,226
111.0,國立臺北教育大學,體育學系(男),1.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,294.54
111.0,國立臺北教育大學,體育學系(女),1.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,289.72
111.0,國立臺南大學,教育學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,206.5
111.0,國立臺南大學,諮商與輔導學系,1.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,199
111.0,國立臺南大學,特殊教育學系,1.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,90
111.0,國立臺南大學,幼兒教育學系,2.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,153
111.0,國立臺南大學,體育學系,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,183.42
111.0,國立臺南大學,國語文學系,2.0,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,125.25
111.0,國立臺南大學,英語學系,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,100.25
111.0,國立臺南大學,文化與自然資源學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,26.0,139
111.0,國立臺南大學,音樂學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,179.9
111.0,國立臺南大學,視覺藝術與設計學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,195.6
111.0,國立臺南大學,戲劇創作與應用學系(男),2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,7.0,190.5
,,,,,,,,,,,,,,,,,
111.0,國立臺南大學,戲劇創作與應用學系(女),2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,11.0,217.5
111.0,國立臺南大學,應用數學系,1.0,1.5,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,23.0,132.5
111.0,國立臺南大學,數位學習科技學系(社會組),1.5,1.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,209.5
111.0,國立臺南大學,數位學習科技學系(自然組),1.5,1.75,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,182.75
111.0,國立臺南大學,資訊工程學系,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,19.0,142
111.0,國立臺南大學,電機工程學系,0.0,1.5,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,19.0,150.5
111.0,國立臺南大學,材料科學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,24.0,176
111.0,國立臺南大學,綠色能源科技學系,0.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,13.0,92
111.0,國立臺南大學,生物科技學系,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,18.0,166
111.0,國立臺南大學,生態暨環境資源學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,74
111.0,國立臺南大學,行政管理學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,212
111.0,國立臺南大學,經營與管理學系,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,16.0,207
111.0,國立東華大學,應用數學系數學科學組,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,50.5
111.0,國立東華大學,應用數學系統計科學組,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,68
111.0,國立東華大學,物理學系物理組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,87
111.0,國立東華大學,物理學系奈米與光電科學組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,87
111.0,國立東華大學,化學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,23.0,101
111.0,國立東華大學,生命科學系,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.75,0.0,0.0,0.0,11.0,100.25
111.0,國立東華大學,資訊工程學系資工組,1.0,1.25,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,125.5
111.0,國立東華大學,資訊工程學系國際組,1.0,1.5,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,5.0,126.5
111.0,國立東華大學,電機工程學系,1.0,1.25,0.0,0.0,0.0,0.0,1.5,1.25,0.0,0.0,0.0,0.0,0.0,26.0,139.75
111.0,國立東華大學,材料科學與工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,28.0,97
111.0,國立東華大學,光電工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,21.0,113
111.0,國立東華大學,企業管理學系,1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,116
111.0,國立東華大學,會計學系,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,157
111.0,國立東華大學,資訊管理學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,135
111.0,國立東華大學,國際企業學系,1.0,2.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,126.75
111.0,國立東華大學,財務金融學系,1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,172
111.0,國立東華大學,觀光暨休閒遊憩學系,1.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,8.0,131.5
111.0,國立東華大學,"管理學院管理科學與財金國際學士學位
學程",1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,178
111.0,國立東華大學,華文文學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,132
111.0,國立東華大學,中國語文學系,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,8.0,145.25
,,,,,,,,,,,,,,,,,
111.0,國立東華大學,英美語文學系,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,127
111.0,國立東華大學,臺灣文化學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,164
111.0,國立東華大學,歷史學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,2.0,17.0,275.5
111.0,國立東華大學,經濟學系,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,114
111.0,國立東華大學,諮商與臨床心理學系(自然組),1.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,17.0,110.5
111.0,國立東華大學,諮商與臨床心理學系(社會組),1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,207.5
111.0,國立東華大學,社會學系,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,173
111.0,國立東華大學,公共行政學系,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,190.5
111.0,國立東華大學,法律學系,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,18.0,245
111.0,國立東華大學,教育與潛能開發學系,2.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,120.5
111.0,國立東華大學,教育行政與管理學系,2.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,163
111.0,國立東華大學,特殊教育學系,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,91
111.0,國立東華大學,幼兒教育學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,147
111.0,國立東華大學,族群關係與文化學系,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,176.5
111.0,國立東華大學,民族語言與傳播學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,128
111.0,國立東華大學,民族事務與發展學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-----
111.0,國立東華大學,民族社會工作學士學位學程,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,135
111.0,國立東華大學,原住民族樂舞與藝術學士學位學程,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,116
111.0,國立東華大學,自然資源與環境學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,125
111.0,國立東華大學,縱谷跨域書院學士學位學程,2.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,164.25
111.0,國立東華大學,音樂學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,176.02
111.0,國立東華大學,藝術與設計學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,188.4
111.0,國立東華大學,藝術創意產業學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,163
111.0,國立東華大學,體育與運動科學系,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,131.84
111.0,臺北市立大學,教育學系,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,269
111.0,臺北市立大學,特殊教育學系,2.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,179
111.0,臺北市立大學,幼兒教育學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,201
